Country,Area,Location,Activity,Age,Fatal?,Species,Year
USA,California,"Stillwater Cove, Monterey County",Spearfishing,25,N,"White shark, 4.6 m",2017
USA,Florida,"Floridana Beach, Brevard County",Surfing,14,N,,2017
AUSTRALIA,New South Wales,Avoca Beach,Surfing,25,N,2 m shark,2017
CUBA,Holquin Province,Guardalavaca Beach,Night bathing,22,Y,Tiger shark,2017
AUSTRALIA,Queensland,Magnetic Island,Snorkeling,7,N,Cookiecutter shark,2017
AUSTRALIA,New South Wales,Birubi Point,Surfing,31,N,"Wobbegong shark, 1 m",2017
USA,Florida,"Juno Beach, Palm Beach County",Surfing ,17,N,,2017
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,60,N,,2017
AUSTRALIA,South Australia,Normanville,Kayaking / Fishing,15,N,"White shark, 4.5 m",2017
NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",Kayaking,,N,2 m shark,2017
USA,Florida,"Lantana Beach, Palm Beach County",Swimming,,N,"Spinner shark, 4 to 5 feet",2017
USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,54,N,"Tiger shark, 8 to 10 feet",2017
USA,Hawaii,"Kamaole Beach Park, Maui ",Snorkeling,40,N,8' shark,2017
SOUTH AFRICA,Western Cape Province,Dyer Island,Scuba Diving,31,U,Death may have been due to drowning,2017
USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,,N,5' shark,2017
AUSTRALIA,Western Australia,Gracetown,Surfing,,N,"White shark, 3.5 m",2017
USA,New York,Rockaway,Surfing,33,U,Questionable,2017
USA,Florida,Fort Worth,Surfing,,N,4' to 5' shark,2017
SPAIN,Canary Islands,Gran Canaria ,Body surfing,13,N,"Porbeagle, 1.5 m",2017
USA,Florida,"Ponce Inlet, Volusia County",Surfing,28,N,,2017
AUSTRALIA,Westerm Australia,Esperance,Fishing,,N,"White shark, 3.5m",2017
USA,Florida,"Ponce Inlet, Volusia County",Surfing,18,N,5' to 6' shark,2017
AUSTRALIA,New South Wales,Iluka Beach,Surfing,35,N,"White shark, 3 to 3.5m ",2017
JAPAN,Shizuoka Prefecture,Iwata City,Surfing,42,N,,2017
USA,Florida,"Marathon, Monroe County",Swimming,,N,Nurse shark,2017
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,17,N,,2017
AUSTRALIA,Victoria,Cathedral Rock,Surfing,37,N,"White shark, 3 m",2017
USA,Florida,Bathtub Beach ,Wading,3,N,,2017
SPAIN,Castellón,Grao de Moncofa,Swimming,11,U,Shark involvement questionable,2017
USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,69,N,"White shark, 5' to 7'",2017
USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,13,N,Possibly a juvenile blacktip shark,2017
EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,20,N,"Oceanic whitetip shark, 1.8 to 2 m",2017
USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,34,N,4' shark,2017
USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,,N,"White shark, 10'",2017
USA,Florida,"Jacksonvlle, Duval County",Skimboarding,15,N,,2017
USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,10,U,A small shark,2017
"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,37,N,,2017
SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,,N,Blue shark 6',2017
USA,Florida,"Snipes Point, Monroe County",,40,N,"""A small shark""",2017
USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,8,U,Shark involvement not confirmed,2017
USA,California,"Stearns Wharf, Santa Barbara",Kayaking,40,N,"White shark, 11' to 13'",2017
USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,50,N,"White shark, 8' to 10'",2017
USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,,N,"White shark, 9'",2017
USA,California,"Santa Cruz, Santa Cruz County",Kayaking,,N,White shark,2017
USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,46,N,"Bull shark, 4' to 5'",2017
MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,32,N,"Tiger shark, 100 kg",2017
SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,13,N,"White shark, 2.5 m",2017
USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,16,N,,2017
USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,14,N,"Bull shark, 4' to 5'",2017
REUNION,,Roches Noire,Body boarding,34,N,"Bull shark, 2m",2017
SPAIN,Ibiza Island,Playa den Bossa,Swimming,82,N,,2017
AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,48,N,"White shark, 4 m",2017
AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,,N,Seven-gill shark,2017
USA,Florida,"Ponce Inlet, Volusia County",Surfing,19,N,,2017
UNITED KINGDOM,South Devon,Bantham Beach,Surfing ,30,N,"3m shark, probably a smooth hound",2017
USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,,N,8' shark,2017
BAHAMAS,New Providence ,Athol Island,Snorkeling,32,N,Tiger shark,2017
USA,South Carolina,"Awendaw, Charleston County",Touching a shark,20,N,3' shark,2017
USA,Florida,Off Jupiter,Feeding sharks,,N,Tiger shark,2017
AUSTRALIA,New South Wales,Evans Head,Fishing ,73,N,,2017
UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,41,N,,2017
AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,29,N,9' shark,2017
MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,33,Y,,2017
USA,California,"Sunset Beach, Orange County",Surfing,18,U,Shark involvement highly doubtful,2017
SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,14,N,,2017
USA,South Carolina,"Folly Beach, Charleston County",Surfing,33,N,,2017
REUNION,Saint-Leu,Pointe au Sal,Body boarding,28,Y,,2017
NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,20s,N,,2017
"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,40,N,,2017
AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,17,Y,White shark,2017
USA,Hawaii,"Kekaha Beach, Kauai",Surfing,28,N,"Tiger shark, 12'",2017
USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,17,N,,2017
SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,68,U,Shark involvement prior to death not confirmed,2017
USA,Florida,"Ormond Beach, Volusia County",Surfing,35,N,,2017
USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,10,N,,2017
USA,Florida,"Melbourne Beach, Brevard County",Swimming,21,N,,2017
USA,Florida,"Daytona, Volusia County",Swimming,16,N,,2017
USA,Florida,"New Smyrna Beach, Volusia County",Swimming,51,N,,2017
AUSTRALIA,Queensland,Moreton Bay,Kakaying,39,N,,2017
USA,Florida,"Destin, Okaloosa County",Swimming,17,N,"Bull shark, 5' to 7'",2017
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,58,N,,2017
AUSTRALIA,New South Wales,The Farm,Body boarding,30,N,,2017
USA,California,Monterey Bay,Kayaking,,N,White shark,2017
PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,25,N,10' shark,2017
BAHAMAS,Great Exuma,,Washing hands,58,N,Lemon shark,2017
AUSTRALIA,Western Australia,Mauds Point,Snorkeling,,N,"Bull shark, 1.5",2017
AUSTRALIA,Queensland,Eva Rock,Spearfishing,26,N,,2017
USA,Florida,"Melbourne Beach, Brevard County",Swimming,22,N,,2017
BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,,N,Lemon shark pup,2017
SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,,N,Tiger shark,2017
USA,South Carolina,16 miles off Hilton Head,Tagging sharks,,N,"White shark, female, 14'",2017
BAHAMAS,Bimini,,Scuba Diving,37,N,Caribbean reef shark,2017
BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,21,N,,2017
AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,55,N,"Bull shark, 4 m",2017
AUSTRALIA,Queensland,Clairview,Swimming,57,N,,2017
INDONESIA,Bali,Balian Beach,Surfing,48,N,"Bull shark, 1 m",2017
USA,Florida,"Blockhouse Beach, Brevard County",Wading,47,N,,2017
AUSTRALIA,New South Wales,Merimbula,Wading,20,U,Shark involvement not confirmed,2017
USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,16,N,,2016
AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,,N,a small shark,2016
SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,55,N,"White shark, 4 m",2016
AUSTRALIA,Western Australia,Trigg Beach,Free diving,61,N,,2016
FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,40s,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,19,U,Shark involvement not confirmed,2016
AUSTRALIA,New South Wales,Merimbula,Surf fishing,20,N,"Wobbegong shark, 2m",2016
AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,65,N,White shark,2016
AUSTRALIA,Victoria,Queenscliff,Fishing,73,N,"Broadnose sevengill shark, 1.5 m",2016
USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,58,N,Tiger shark,2016
USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,41,N,,2016
USA,Florida,Mayport Naval Station  Duval County,Surfing,42,N,,2016
AUSTRALIA,New South Wales,Broken Head Beach,Surfing,36,N,,2016
USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,36,N, 6' to 8' shark,2016
USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,66,N,,2016
AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,25,N,,2016
USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,29,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,21,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfng,32,N,,2016
AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,17,N,"White shark, 3.5 m",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,16,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,36,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,43,N,,2016
USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,43,N,,2016
AUSTRALIA,Victoria,Bells Beach,Surfing,,N,2 m shark,2016
USA,Florida,"Ponte Vedra, St. Johns County",Wading,60s,N,3' to 4' shark,2016
USA,Hawaii,"Makaha, Oahu",Swimming,51,N,"Tiger shark, 10'",2016
NEW CALEDONIA,North Province,Koumac,Kite surfing,50,Y,,2016
USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,12,N,,2016
USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,9,N,,2016
USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,22,N,"White shark, 8' to 10'",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,25,N,"Bull shark, 6'",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,37,N,,2016
REUNION,,Boucan Canot,Surfing,20,N,"Bull shark, 3.5 m",2016
USA,Florida,"Ponte Vedra, St. Johns County",Wading,49,N,,2016
BAHAMAS,New Providence Island,Nassau,Snorkeling,15,N,,2016
USA,Hawaii,Maui,SUP Foil boarding,21,N,"Tiger shark, 10' ",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,22,N,Blacktip shark,2016
SPAIN,Alicante Province,Arenales del Sol,Swimming,40,N,Blue shark,2016
AUSTRALIA,Western Australia,Near Albany,Kayaking,,N,White shark,2016
USA,Florida,"Florida Keys, Monroe County",Lobstering,43,N,"Nurse shark, 4'",2016
AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,18,N,,2016
JAPAN,Kochi Prefecture,Irino Beach,Surfing,29,N,,2016
AUSTRALIA,Tasmania,Clifton Beach,Surfing,36,N,,2016
BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,,N,"Bull shark, 6'",2016
AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,31,N,"reef shark, 1m",2016
USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,,N,"Tiger shark, 10' ",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,9,N,,2016
USA,California,"Surfside, Orange County",Kite surfing,61,N,"White shark, 10' to 12'",2016
SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,10,N,Angel shark,2016
USA,California,"Capitola, Santa Cruz County",Fishing for squid,,N,White shark,2016
USA,Massachusetts,"Off Gloucester, Essec County",Fishing,59,N,dogfish shark,2016
USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,,N,White shark,2016
USA,Florida,"Melbourne Beach, Brevard County",Swimming,42,N,,2016
AUSTRALIA,Queensland,Palm Cove ,Fishing,34,N,Tawny nurse shark,2016
USA,South Carolina,Sullivan's Island,,35,N,3' to 4' shark,2016
USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,11,N,,2016
COLUMBIA,Isla Provedencia,,Scuba Diving,59,N,"Caribbean reef shark, 4.5'",2016
SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,43,N,White shark,2016
USA,South Carolina,"North Myrtle Beach, Horry County",Floating,42,N,3' to 5' shark,2016
USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,,N,3' to 4' shark,2016
AUSTRALIA,Western Australia,Coral Bay,Spearfishing,19,N,5' shark,2016
USA,Texas,"Pirates Beach, Galveston",Floating in tube,6,N,3' to 4' shark,2016
USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,19,N,3' shark,2016
USA,South Carolina,"Folly Beach, Charleston County",Surfing,27,U,Said to involve an 8' shark but more likely damage caused by debris,2016
USA,Florida,"Flagler Beach, Flagler County",Swimming,64,N,,2016
AUSTRALIA,Western Australia,Mindarie,Diving,60,Y,3+ m shark,2016
EGYPT,Suez,Ain Sokhna,Swimming,23,N,Mako shark,2016
AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,29,Y,White shark,2016
USA,California,"Corona Del Mar, Newport, Orange County",Swimming,52,N,,2016
USA,Florida,"Neptune, Duval County",Swimming,13,N,5' shark,2016
USA,Florida,"Vero Beach, Indian River County",Swimming,57,N,,2016
USA,Florida,"St. Petersburg, Pinellas County",Swimming,22,N,"Bull shark, 4' to 5'",2016
USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,11,N,,2016
USA,Florida,"Ponte Vedra, St. Johns County",Swimming,48,N,"Blacktip shark, 4'",2016
USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,23,N,"Nurse shark, 2'",2016
USA,Hawaii,"Wailea Beach, Maui",Floating,59,N,,2016
NEW ZEALAND,North Island,Cormandel,Fishing,39,N,"Mako shark, 1.5 m [5'] ",2016
INDONESIA,Bali,Balian,Surfing,24,N,"Bull shark, 6'",2016
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,15,N,,2016
SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,,N,White shark,2016
AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,12,N,Wobbegong shark,2016
FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,22,M,"Grey reef shark, 2 m",2016
FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,26,N,"Grey reef shark, 2 m",2016
USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,26,N,"Bull shark, 7'",2016
NEW CALEDONIA,Grand Terre,Poe Beach,Walking,69,Y,"Tiger shark, 2.5 m",2016
USA,Florida,"Florida Keys, Monroe County",Fishing,34,N,5' to 6' shark,2016
USA,Hawaii,"Olowalu, Maui",Snorkeling,46,N,,2016
AUSTRALIA,New South Wales,Bombo Beach,Surfing,22,N,,2016
AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,41,N,,2016
USA,Florida,"Vero Beach, St. Lucie County",Body surfing,19,N,,2016
AUSTRALIA,South Australia,Wrights Bay,Fishing,,N,Bronze whaler,2016
BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,41,N,Sandtiger shark,2016
NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,21,N,,2016
NEW CALEDONIA,South Province,Yate,Spearfishing,31,N,,2016
CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,65,U,No shark involvement,2016
AUSTRALIA,Queensland,Stradbroke Island,Walking,45,N,,2016
AUSTRALIA,New South Wales,Hams Beach,Windsurfing,40,N,,2016
BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,41,N,Sandtiger shark,2016
USA,Hawaii,"Hanalei Bay, Kauai",Surfing,,N,"Reef shark, 5'",2016
USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,15,N,,2016
USA,Texas,Off Surfside,Spearfishing,,N,Bull sharks x 2,2016
UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,,N,Mako shark,2016
USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,48,N,"Tiger shark, 14'",2016
AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,,N,Wobbegong shark,2016
AUSTRALIA,Queensland,Heron Island,Wading,11,N,Blacktip shark,2016
AUSTRALIA,Queensland,Miall Island,Spearfishing,31,N,3 m shark,2016
SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,,N,"White shark, 3 m",2015
SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,38,N,"Silky shark, 6.5'",2015
USA,Hawaii,La'aloa Beach Park,Paddle boarding,71,N,9' shark,2015
AUSTRALIA,New South Wales,Bondi Beach,Surfing,43,N,"Bronze whaler shark, 6'",2015
BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,32,N,"Tiger shark, 1.5 m ",2015
AUSTRALIA,New South Wales,Lake Macquarie,Fishing,,N,"White shark, 3.5 m",2015
BAHAMAS,,Off Andros Island,Lobster fishing,26,N,Bull shark,2015
SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,22,N,,2015
ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,55,N,Galapagos shark,2015
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,28,N,"Spinner shark, 7'",2015
AUSTRALIA,New South Wales,East Ballina,Surfing,20,N,"Bull shark, 2.8 to 3.1 m",2015
USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,9,U,Shark involvement not confirmed,2015
USA,Hawaii,"Kehena Beach, Hawaii",Swimming,54,N,,2015
USA,Florida,"Cocoa Beach, Brevard  County",Wading,28,N,3' to 5' shark,2015
MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,19,N,,2015
AUSTRALIA,Western Australia,Bald Island,Spearfishing,50,N,,2015
USA,Hawaii,"Malaka, Oahu",Body boarding,10,N,,2015
SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,42,N,"White shark, 3 to 3.5m ",2015
USA,Florida,"Playalinda Beach, Brevard County",Surfing,21,N,5' shark,2015
USA,Florida,"Deerfield Beach, Broward County",Surfing,21,N,"Spinner shark, 5'",2015
MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,35,Y,,2015
USA,Hawaii,"Waikiki, ",Surfing,32,U,No shark involvement,2015
USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,44,N,"Tiger shark, 7'",2015
USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,,N,Hammerhead sp.,2015
USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,9,N,,2015
USA,Hawaii,"Leftovers, Oahu",Surfing,25,N,"Tiger shark, 13' ",2015
AUSTRALIA,Western Australia,Pyramids Beach,Surfing,18,N,,2015
USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,22,N,,2015
USA,Texas,Galveston,Wading,13,N,4' to 5' shark,2015
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,N,"Blacktip shark, 4' to 5'",2015
USA,Florida,"Vilano Beach, St.  Johns County",Surfing,22,N,"Blacktip shark, 5' to 6'",2015
AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,7,N,,2015
USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,,N,"White shark, 19'",2015
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,N,juvenile shark,2015
USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,27,N,"Tiger shark, 13'",2015
USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,12,N,4' shark,2015
USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,16,N,,2015
USA,California,"Gaviota State Beach, Santa Barbara County",Kayak Fishing,,N,Hammerhead shark,2015
USA,Florida,"Jacksonville Beach, Duval County",Surfing,20,N,,2015
AUSTRALIA,New South Wales,North Shelly Beach,Surfing,42,N,6' shark,2015
USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,50,N,"White shark, 11' to 12'",2015
USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,29,N,Hammerhead shark.,2015
AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,62,N,"White shark, 2.5 m",2015
THAILAND,Phuket,Karon Beach,Wading,37,N,small shark,2015
USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,54,N,"White shark, 11' to 12'",2015
USA,California,"Morro Bay, San Luis Obispo County",Surfing,21,N,"White shark, 10' to 12' ",2015
AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,38,N,,2015
USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,15,N,4' shark,2015
USA,Florida,"Jacksonville Beach, Duval County",Walking,10,N,3' shark,2015
USA,California,Santa Barbara County,Kayak Fishing,22,N,"White shark, 13'",2015
SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,10,U,Shark involvement not confirmed,2015
USA,California,Cortes Bank,Spearfishing,57,N,Hammerhead shark. 6' to 7',2015
AUSTRALIA,New South Wales,Evans Head,Surfing,52,N,White shark,2015
COSTA RICA,Guanacaste,Playa Grande,Surfing,47,N,,2015
USA,Florida,"Daytona Beach, Volusia County",Surfing,25,N,"Blacktip or spinner shark, 4'",2015
USA,South Carolina,"Edisto Beach, Colleton County",Floating,35,U,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",2015
AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,46,Y,"White shark, 3.9 to 4.2 m",2015
USA,California,"La Jolla, San Diego County",Kayak Fishing,31,N,"Mako shark, 100-lb",2015
AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,40,N,"Bronze whaler shark, 1.5m",2015
REUNION,,St. Leu,Surfing,45,N,"Bull shark, 2m",2015
SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,34,N,White shark,2015
USA,California,"Huntington Beach, Orange County",Surfing,38,N,"White shark, 7'",2015
USA,California,"Huntington Beach, Orange County",Treading water,39,U,Shark involvement not cofirmed,2015
BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,23,N,6' shark,2015
AUSTRALIA,New South Wales,Lennox Head,Surfing,52,N,White shark,2015
AUSTRALIA,New South Wales,East Ballina,Body boarding ,32,N,White shark,2015
USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,68,N,6' to 7' shark,2015
USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,12,N,4' to 5' shark,2015
USA,North Carolina,"Rodanthe, Dare County",Swimming,18,N,Bull shark,2015
SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,19,N,White shark,2015
SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,23,N,"White shark, 2m to 3 m",2015
USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,43,N,4' shark,2015
AUSTRALIA,Western Australia,Rottnest Island,Swimming,19,N,Wobbegong shark,2015
USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,47,N,,2015
USA,North Carolina,Surf City,Swimming,6,N,Sandtiger shark,2015
AUSTRALIA,Western Australia,Denmark,Surfing,37,N,White shark,2015
USA,South Carolina,"St. Helena Island, Beaufort County",Standing,9,N,small shark,2015
USA,Florida,Daytona Beach Shores,Swimming,10,N,,2015
USA,North Carolina,"Oak Island, Brunswick County",Wading,16,N,Bull shark,2015
USA,North Carolina,"Oak Island, Brunswick County",Wading,12,N,Bull shark,2015
USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,13,N,4' shark,2015
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,11,N,"Bull shark, 5'",2015
USA,Florida,Fort Lauderdale,Attempting to rescue a shark,17,N,small nurse shark,2015
REUNION,Le Port,Folette,Surfing,47,N,"Bull shark, 2.5 m",2015
USA,Florida,"Cocoa Beach, Brevard  County",Standing,14,N,,2015
USA,Florida,"New Smyrna Beach, Volusia County",Wading,19,N,,2015
FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,19,N,1m to 1.2 m shark,2015
USA,Florida,"Cocoa Beach, Brevard  County",Swimming,13,N,,2015
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,18,N,5' shark,2015
USA,South Carolina,Sullivan's Island,,30,N,6' shark,2015
NEW CALEDONIA,,Kouare ,Snorkeling,50,Y,"Bull shark, 3.5 m",2015
AUSTRALIA,New South Wales,Saltwater Beach,Surfing,,N,White shark,2015
SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,29,N,"White shark, 3.5 m",2015
USA,Hawaii,Kanahena Cove ,Snorkeling,65,Y,,2015
USA,Florida,"Resident's Beach, Marco Island",Wading,63,N,3- to 4-foot shark,2015
AUSTRALIA,South Australia,Fishery Bay,Surfing,26,N,"White shark, 6 m",2015
AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,71,N,"White shark, 3 m",2015
USA,Florida,"Florida Keys, Monroe County",Photographing the shark,48,N,"Blue shark, 8 to 9 feet",2015
REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,13,Y,Bull shark,2015
USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,70,N,Bull shark,2015
BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,23,U,No shark involvement,2015
SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,36,N,"White shark, 4 m",2015
EGYPT,,Marsa Alam,Swimming,52,Y,Mako shark,2015
USA,Hawaii,Hapuna Beach,Standing / Snorkeling,58,N,"Tiger shark, 8 to 12 feet",2015
FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,9,N,Blacktip shark,2015
MEXICO,Sinaloa,Mazlatan,Fishing,36,N,,2015
FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,18 months,N,Blacktip Reef shark ,2015
REUNION,dÉtang-Salé,Ravine Mula,Swimming,22,Y,"Tiger shark, 3.5 m",2015
